Cod de produto;Nome do produto;Preço de venda 1;Preço de venda 2
319669;CAMISETA MC BASICA (PA) PRETO XPP;106;106
319668;CAMISETA MC BASICA (PA) BRANCO;106;106
319667;CAMISETA MC BASICA (PA) MENTA 116 PP;106;106
319666;CAMISETA MC BASICA (PA) MENTA 116 XPP;106;106
319665;CAMISETA MC BASICA (PA) MENTA 116 12;106;106
319664;CAMISETA MC BASICA (PA) MENTA 116 10;106;106
319663;CAMISETA MC BASICA (PA) MENTA 116 8;106;106
319662;CAMISETA MC BASICA (PA) MINERAL 116 PP;106;106
319661;CAMISETA MC BASICA (PA) MINERAL 116 XPP;106;106
319660;CAMISETA MC BASICA (PA) MINERAL 116 12;106;106
319659;CAMISETA MC BASICA (PA) MINERAL 116 10;106;106
319658;CAMISETA MC BASICA (PA) MINERAL 116 8;106;106
319657;CAMISETA MC BASICA (PA) LARANJA FERRUGEM 114 PP;106;106
319656;CAMISETA MC BASICA (PA) LARANJA FERRUGEM 114 XPP;106;106
319655;CAMISETA MC BASICA (PA) LARANJA FERRUGEM 114 12;106;106
319654;CAMISETA MC BASICA (PA) LARANJA FERRUGEM 114 10;106;106
319653;CAMISETA MC BASICA (PA) LARANJA FERRUGEM 114 8;106;106
319652;BERMUDA MOLETON TEXTURA (PA) MILITAR 116 PP;274;274
319651;BERMUDA MOLETON TEXTURA (PA) MILITAR 116 XPP;274;274
319650;BERMUDA MOLETON TEXTURA (PA) MILITAR 116 12;274;274
319649;BERMUDA MOLETON TEXTURA (PA) MILITAR 116 10;274;274
319648;BERMUDA CHINO COLOR COMFORT (MO) VERDE 36;279;279
319647;BERMUDA CHINO COLOR COMFORT (MO) VERDE 34;279;279
319646;BERMUDA CHINO COLOR COMFORT (MO) VERDE 12;279;279
319645;BERMUDA CHINO COLOR COMFORT (MO) VERDE 10;279;279
319644;BERMUDA CHINO COLOR COMFORT (MO) VERDE 8;279;279
319643;TENIS VL COURT KIDS 26/32 1122222;349;349
319642;TENIS VL COURT KIDS 26/32 1122222;349;349
319641;TENIS VL COURT KIDS 26/32 1122222;349;349
319640;TENIS VL COURT KIDS 26/32 1122222;349;349
319639;TENIS VL COURT KIDS 26/32 1122222;349;349
319638;TENIS VL COURT KIDS 26/32 1122222;349;349
319637;TENIS VL COURT KIDS 26/32 1122222;349;349
319636;TENIS VL COURT KIDS 26/32 1122222;349;349
319635;TENIS VL COURT KIDS 26/32 1122222;349;349
319634;TENIS VL COURT KIDS 26/32 1122222;349;349
319633;TENIS VL COURT KIDS 26/32 1122222;349;349
319632;TENIS VL COURT KIDS 26/32 1122222;349;349
319631;TENIS VL COURT KIDS 26/32 1122222;349;349
319630;TENIS VL COURT KIDS 26/32 1122222;349;349
319629;TENIS TENSAUR SPORT 3 0 K 28/34 1122;399;399
319628;TENIS TENSAUR SPORT 3 0 K 28/34 1122;399;399
319627;TENIS TENSAUR SPORT 3 0 K 28/34 1122;399;399
319626;TENIS TENSAUR SPORT 3 0 K 28/34 1122;399;399
319625;TENIS TENSAUR SPORT 3 0 K 28/34 1122;399;399
319624;TENIS TENSAUR SPORT 3 0 K 28/34 1122;399;399
319623;TENIS TENSAUR SPORT 3 0 K 28/34 1122;399;399
319622;TENIS TENSAUR SPORT 3 0 CF K 28/34 1;349;349
319621;TENIS TENSAUR SPORT 3 0 CF K 28/34 1;349;349
319620;TENIS TENSAUR SPORT 3 0 CF K 28/34 1;349;349
319619;TENIS TENSAUR SPORT 3 0 CF K 28/34 1;349;349
319618;TENIS TENSAUR SPORT 3 0 CF K 28/34 1;349;349
319617;TENIS TENSAUR SPORT 3 0 CF K 28/34 1;349;349
319616;TENIS TENSAUR SPORT 3 0 CF K 28/34 1;349;349
319615;TENIS TENSAUR SPORT 3 0 CF K 31/36 2;349;349
319614;TENIS TENSAUR SPORT 3 0 CF K 31/36 2;349;349
319613;TENIS TENSAUR SPORT 3 0 CF K 31/36 2;349;349
319612;TENIS TENSAUR SPORT 3 0 CF K 31/36 2;349;349
319611;TENIS TENSAUR SPORT 3 0 CF K 31/36 2;349;349
319610;TENIS TENSAUR SPORT 3 0 CF K 31/36 2;349;349
319609;TENIS STREETALK INFANT 22/25 1122;349;349
319608;TENIS STREETALK INFANT 22/25 1122;349;349
319607;TENIS STREETALK INFANT 22/25 1122;349;349
319606;TENIS STREETALK INFANT 22/25 1122;349;349
319605;TENIS GRAND COURT 3 0 J 33/36 1122;459;459
319604;TENIS GRAND COURT 3 0 J 33/36 1122;459;459
319603;TENIS GRAND COURT 3 0 J 33/36 1122;459;459
319602;TENIS GRAND COURT 3 0 J 33/36 1122;459;459
319601;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319600;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319599;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319598;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319597;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319596;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319595;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319594;TENIS GRAND COURT 3 0 BUBBLE C 20/25;299;299
319593;TENIS GRAND COURT 3 0 BUBBLE C 20/25;299;299
319592;TENIS GRAND COURT 3 0 BUBBLE C 20/25;299;299
319591;TENIS GRAND COURT 3 0 BUBBLE C 20/25;299;299
319590;TENIS GRAND COURT 3 0 BUBBLE C 20/25;299;299
319589;TENIS GRAND COURT 3 0 BUBBLE C 20/25;299;299
319588;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319587;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319586;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319585;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319584;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319583;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319582;TENIS GRAND COURT 3 0 EL C 26/32 112;349;349
319581;TENIS ADVANTAGE INFANT 20/25 111111;299;299
319580;TENIS ADVANTAGE INFANT 20/25 111111;299;299
319579;TENIS ADVANTAGE INFANT 20/25 111111;299;299
319578;TENIS ADVANTAGE INFANT 20/25 111111;299;299
319577;TENIS ADVANTAGE INFANT 20/25 111111;299;299
319576;TENIS ADVANTAGE INFANT 20/25 111111;299;299
319575;C ROMPER BODY CAIO;254;254
319574;C BLOMMER BODY CAMILLE;254;254
319573;C SALOP BODY ALICIA;272;272
319572;VEST E LEGG LOUISE;228;228
319571;C M ANELISE V L M;400;400
319570;BLUSA MANGAS BUFANTES E GOLA 06 PEROLA;218,72;218,72
319569;VESTIDO TECIDO BORDADO 06 AZUL ROYAL;430,24;717,07
319568;CHINELO BB PICA-PAU PRANCHAS;69;69
319567;CHINELO BB PICA-PAU PRANCHAS;69;69
319566;CHINELO BB PICA-PAU PRANCHAS;69;69
319565;CHINELO BB PICA-PAU PRANCHAS;69;69
319564;CHINELO RMI KIT PRAIA VIDA MAR;79;79
319563;CHINELO RMI KIT PRAIA VIDA MAR;79;79
319562;CHINELO RMI KIT PRAIA VIDA MAR;79;79
319561;CHINELO RMI KIT PRAIA VIDA MAR;79;79
319560;CHINELO RMI KIT PRAIA VIDA MAR;79;79
319559;CHINELO RMI KIT PRAIA VIDA MAR;79;79
319558;CAMISETA INF ML SPORT SUPER SL;86;86
319557;CAMISETA INF ML SPORT SUPER SL;86;86
319556;CAMISETA INF ML SPORT SUPER SL;86;86
319555;CAMISETA INF ML SPORT SUPER SL;86;86
319554;POLO INF MC ESSENCIAL SLIM PIQ;104;104
319553;TENIS PAMPILI 745 MINI SOFT PRETO/PINK S;161;161
319552;TENIS PAMPILI 738 TENIS UP NUDE/DOURADO;175;175
319551;TENIS PAMPILI 745 MINI SOFT BRANCO SINT;151;151
319550;TENIS PAMPILI 745 MINI SOFT NUDE SINT;161;161
319549;TENIS PAMPILI 738 TENIS UP PRETO/ROSA FR;175;175
319548;TENIS PAMPILI 721 TENIS YUMI PRETO/PRETO;151;151
319547;TENIS PAMPILI 721 TENIS YUMI BRANCO/CINZ;151;151
319546;TENIS PAMPILI 738 TENIS UP PRETO/PRETO S;175;175
319545;TENIS PAMPILI 738 TENIS UP PRETO SINT;175;175
319544;SUNGA INF CONCEPT BOXER BH SUB;95;95
319543;BERMUDA INF BOXER CASUAL CURTA;95;95
319542;VEST TQC C/ SOBRE PC;514;514
319541;VEST LONGUETE ABERT LAT;492;492
319540;VEST TQC DET ARGOLA;429;429
319539;BLUSA DE BICO NATURAL P;217;217
319538;VESTIDO LONGO COM ARGOLA TOBACO (MARROM ESCURO) P;512;512
319537;VESTIDO LONGO COM ARGOLA OFF M;512;512
319536;VESTIDO CURTO BLUSE COM FRANZIDO OFF M;386;386
319535;VESTIDO CURTO BLUSE COM FRANZIDO OFF PP;386;386
319534;VESTIDO CURTO BLUSE COM FRANZIDO VERMELHO VOLLANO ;386;386
319533;BLUSA FRENTE UNICA FRANZIDA PRETO M;154;154
319532;BLUSA FRENTE UNICA FRANZIDA PRETO P;154;154
319531;VESTIDO CURTO BLUSE COM FRANZIDO VERMELHO VOLLANO ;386;386
319530;BLUSA FRENTE UNICA FRANZIDA VERDE P;154;154
319529;VESTIDO TULE UM OMBRO SO GAROA COM FOIL PRATA M;179,4;299
319528;VESTIDO CURTO BLUSE COM FRANZIDO PRETO PP;386;386
319527;BLUSA FRENTE UNICA FRANZIDA CACAU EM PO (MARROM) M;154;154
319526;VESTIDO TULE UM OMBRO SO AVEIA COM FOIL DOURADO M;179,4;299
319525;VESTIDO TULE UM OMBRO SO GAROA COM FOIL PRATA P;299;299
319524;SAIA CURTA ASSIMETRICA NATURAL 38;279;279
319523;VESTIDO CURTO BLUSE COM FRANZIDO VERMELHO VOLLANO ;386;386
319522;VESTIDO TULE UM OMBRO SO AVEIA COM FOIL DOURADO P;299;299
319521;VESTIDO LONGO COM ARGOLA OFF P;512;512
319520;VESTIDO CURTO BLUSE COM FRANZIDO PRETO P;386;386
319519;VESTIDO CURTO BLUSE COM FRANZIDO PRETO M;386;386
319518;VESTIDO LONGO COM ARGOLA TOBACO (MARROM ESCURO) M;512;512
319517;VESTIDO CURTO BLUSE COM FRANZIDO OFF P;386;386
319516;BLUSA FRENTE UNICA FRANZIDA CACAU EM PO (MARROM) P;154;154
319515;CAMISETA INF MC CASUAL SLIM DE;65;65
319514;CAMISETA INF MC CASUAL SLIM DE;65;65
319513;CAMISETA INF MC ESSENCIAL SLIM;60;60
319512;CHINELO BB RESERVA PP-Q08;69;69
319511;CHINELO RMI PICA-PAU DISTORTION LINE;79;79
319510;CHINELO RMI PICA-PAU DISTORTION LINE;79;79
319509;CHINELO RMI PICA-PAU DISTORTION LINE;79;79
319508;CHINELO RMI PICA-PAU DISTORTION LINE;79;79
319507;CHINELO RMI PICA-PAU DISTORTION LINE;79;79
319506;CHINELO RMI PICA-PAU DISTORTION LINE;79;79
319505;CAMISETA INF MC SPORT SLIM DEC;42;42
319504;CAMISETA INF MC SPORT SLIM DEC;42;42
319503;CAMISETA INF MC SPORT SLIM DEC;49;49
319502;REGATA INF CONCEPT 1/2 MM OGOC;60;60
319501;CAMISETA INF MC ESSENCIAL SLIM;53;53
319500;CAMISETA INF MC SPORT SLIM DEC;42;42
319499;CAMISETA INF MC SPORT SLIM DEC;42;42
319498;CAMISETA INF MC SPORT SLIM DEC;49;49
319497;CAMISETA INF MC SPORT SLIM DEC;49;49
319496;CAMISETA INF MC SPORT SLIM DEC;49;49
319495;CAMISETA INF MC SPORT SLIM DEC;49;49
319494;SUNGA INF CONCEPT BOXER BH SUB;95;95
319493;SUNGA INF CONCEPT BOXER BH SUB;95;95
319492;POLO INF MC PR CASUAL SLIM MAL;74;74
319491;TENIS JOURNEY K-NIT INFANT PRETO;349,9;349,9
319490;TENIS JOURNEY K-NIT INFANT PRETO;349,9;349,9
319489;TENIS JOURNEY K-NIT INFANT PRETO;349,9;349,9
319488;TENIS JOURNEY K-NIT INFANT PRETO;349,9;349,9
319487;TENIS JOURNEY K-NIT INFANT PRETO;349,9;349,9
319486;TENIS JOURNEY K-NIT INFANT PRETO;349,9;349,9
319485;TENIS JOURNEY K-NIT INFANT PRETO;349,9;349,9
319484;TENIS EASY SPIRIT INFANT PRETO;499,9;499,9
319483;TENIS EASY SPIRIT INFANT PRETO;499,9;499,9
319482;TENIS EASY SPIRIT INFANT PRETO;499,9;499,9
319481;TENIS EASY SPIRIT INFANT PRETO;499,9;499,9
319480;TENIS EASY SPIRIT INFANT PRETO;499,9;499,9
319479;TENIS EASY SPIRIT INFANT PRETO;499,9;499,9
319478;TENIS EASY SPIRIT INFANT PRETO;499,9;499,9
319477;TENIS EASY SPIRIT INFANT CAFE;499,9;499,9
319476;TENIS EASY SPIRIT INFANT CAFE;499,9;499,9
319475;TENIS EASY SPIRIT INFANT CAFE;499,9;499,9
319474;TENIS EASY SPIRIT INFANT CAFE;499,9;499,9
319473;TENIS EASY SPIRIT INFANT CAFE;499,9;499,9
319472;TENIS EASY SPIRIT INFANT CAFE;499,9;499,9
319471;TENIS EASY SPIRIT INFANT CAFE;499,9;499,9
319470;TENIS PAMPILI 746 BUBBLE PRETO/PRETO TEC;192;192
319469;TENIS PAMPILI 746 BUBBLE PRETO TEC;192;192
319468;VESTIDO - ROSA;136;136
319467;CONJUNTO LUCIANA - VERDE LIMA CT;165;165
319466;CONJUNTO JANE - AMARELO BEBÊ CT;165;165
319465;VESTIDO TALITA - MAÇÃS;177;177
319464;ROMPER LULU - MAÇÃS;126;126
319463;VESTIDO LORENA - MAÇÃS;126;126
319462;VESTIDO HELOÍSA - ROSA GOIABA CT;129;129
319461;CHINELO RMI PICA-PAU PRANCHAS;79;79
319460;CHINELO RMI PICA-PAU PRANCHAS;79;79
319459;CHINELO RMI PICA-PAU PRANCHAS;79;79
319458;CHINELO RMI PICA-PAU PRANCHAS;79;79
319457;CHINELO RMI PICA-PAU PRANCHAS;79;79
319456;CHINELO RMI PICA-PAU PRANCHAS;79;79
319455;TENIS RMI 079 BB - Q45;239;239
319454;C JARD BODY VITOR;238;238
319453;BODY CLASSICO VIEZ;93;93
319452;C BLOMMER BODY GABRIEL;249;249
319451;C BLOMMER BODY DANTE;249;249
319450;CARD JARD VICENZO;218;218
319449;C M ARTHUR C J M;386;386
319448;C M PAOLA V L M;435;435
319447;POLO INF MC PR CASUAL SLIM MAL;74;74
319446;TIARA GORGURAO COM GLITER;41,9;41,9
319445;LACO BOUTIQUE;23,9;23,9
319444;PULSEIRA;36,9;36,9
319443;LACO GORGURÃO COM GLITER M;31,9;31,9
319442;LACO BOUTIQUE;31,9;31,9
319441;MEIA JDN VARSITY JSY 3 PR BOYS;120;120
319440;CAM NK BOYS PEACE BOXY 7A;160;160
319439;CAM NK BOYS PEACE BOXY 5A;160;160
319438;CAM NK BOYS PEACE BOXY 4A;160;160
319437;CAM NK BOYS PEACE BOXY 6A;160;160
319428;CONJUNTO CALCA BARRADO+ TOP LINHO;699;699
319427;CONJUNTO SAIA + TOP PAETE;699;699
319426;CONJUNTO SAIA + TOP ACETINADO;679;679
319425;CONJUNTO SAIA BABADOS + TOP DET.CORDAO;496,8;828
319424;VESTIDO LONGO FAIXA AMARRACAO;534;534
319423;VESTIDO LONGO TRANSPARENCIA;449;449
319422;VESTIDO CURTO DE LINHO;269,4;449
319421;VESTIDO LONGO LINEN;395,4;659
319420;VESTIDO LONGO MALHA;574;574
319419;KIT BRACELETE;168;168
319418;KIT BRACELETE;163;163
319417;KIT BRACELETE;154;154
319416;KIT BRACELETE;154;154
319415;BRACELETE METAL FOSCO;69;69
319414;BRACELETE METAL FOSCO;63;63
319413;BRACELETE METAL;63;63
319412;BRACELETE METAL;59;59
319411;BRINCO METAL;27;27
319410;BRINCO METAL;59;59
319409;VESTIDO BRISA SHANTUNG;499;499
319408;VESTIDO MILA CAPRI;566;566
319407;VESTIDO ANNE CANELADO;399;399
319406;VESTIDO ESTER;429;429
319405;VESTIDO VICTORIA;299;299
319404;VESTIDO GABRIELA;259;259
319403;VESTIDO OLIVIA;429;429
319402;VESTIDO BYA;299;299
319401;BLUSA TECIDO PLANO PP BEGE FAIRWAY;509;509
319400;BLUSA TECIDO PLANO P BEGE FAIRWAY;509;509
319399;CALCA TECIDO PLANO P BEGE FAIRWAY;814;814
319398;CALCA TECIDO PLANO G BEGE FAIRWAY;814;814
319397;BLUSA TAMIRES OFF WHITE;438;438
319396;BLUSA TAMIRES PRETO;438;438
319395;SHORTS SAIA LILIAN OFF WHITE;395;395
319394;SHORTS SAIA LILIAN PRETO;395;395
319393;VESTIDO JENNA LARANJA;716;716
319392;VESTIDO MALU OFF WHITE;759;759
319391;VESTIDO SOPHIE OFF WHITE;716;716
319390;VESTIDO BIANCA ROSA;596;596
319389;SAIA KASSIA;169,2;282
319388;BODY KESSIA;386;386
319387;SAIA PATY;194,4;324
319386;BLUSA SEM ALCA PATY;175;175
319385;BLUSA SEM ALCA ROSE;163;163
319384;VESTIDO FRANZIDO CURTO VINHO G;409;409
319383;VESTIDO FRANZIDO CURTO VINHO P;245,4;409
319382;VESTIDO FRANZIDO CURTO PRETO G;245,4;409
319381;VESTIDO FRANZIDO CURTO PRETO M;245,4;409
319380;VESTIDO FRANZIDO CURTO VINHO M;245,4;409
319379;VESTIDO FRANZIDO CURTO PRETO P;245,4;409
319378;VESTIDO FRANZIDO CURTO PALHA (NATURAL) P;409;409
319377;VESTIDO FRANZIDO CURTO PALHA (NATURAL) M;245,4;409
319376;TENIS PAMPILI 738 TENIS UP 952435544 PRE;158;158
319375;TENIS PAMPILI 169 HONEY PRETO/PINK SINT;137;137
319374;LACO BOUUTIQUE;23,9;23,9
319373;LACO BOUTIQUE;19,9;19,9
319372;LACO GORGURÃO GLITER G;34,9;34,9
319371;LACO GORGURAO COM GLITER P;25,5;25,5
319370;LACO BOUTIQUE;23,9;23,9
319369;LACAO BOUTIQUE;31,9;31,9
319368;TENIS PAMPILI 169 HONEY PRETO/PRETO SINT;137;137
319367;BERMUDA INF CASUAL MOLETOM BOL;158;158
319366;BERMUDA INF CASUAL MOLETOM BOL;158;158
319365;BERMUDA INF CASUAL MOLETOM BOL;158;158
319364;BERMUDA INF CASUAL MOLETOM BOL;158;158
319363;POLO INF MC ESSENCIAL SLIM PIQ;97;97
319362;POLO INF MC ESSENCIAL SLIM PIQ;97;97
319361;POLO INF MC ESSENCIAL SLIM PIQ;97;97
319360;POLO INF MC ESSENCIAL SLIM PIQ;104;104
319359;POLO INF MC ESSENCIAL SLIM PTL;102;102
319358;CAMISETA INF MC ESSENCIAL SLIM;60;60
319357;CHINELO RMI LOGO;79;79
319356;CHINELO RMI LOGO;79;79
319355;CHINELO RMI LOGO;79;79
319354;CHINELO RMI LOGO;79;79
319353;CHINELO RMI LOGO;79;79
319352;CHINELO RMI LOGO;79;79
319351;CHINELO BB TROPICAL RESERVA;69;69
319350;CHINELO BB TROPICAL RESERVA;69;69
319349;CHINELO BB TROPICAL RESERVA;69;69
319348;CHINELO BB TROPICAL RESERVA;69;69
319347;BERMUDA CHINO COLOR SARJADA (PA) OFF WHITE 6;299,9;299,9
319346;SAIA LONGA MARIAS OFF WHITE PP;502;502
319345;CALCA LINHO VIVOS VERMELHO PITANGA 40;361,8;603
319344;VESTIDO TRICOT GOLA AREIA M;325,2;542
319343;VESTIDO TRICOT GOLA AREIA P;542;542
319342;POLO MC BASICA (PA) TERRACOTA 116 PP;179,9;179,9
319341;POLO MC BASICA (PA) TERRACOTA 116 XPP;179,9;179,9
319340;POLO MC BASICA (PA) TERRACOTA 116 12;179,9;179,9
319339;POLO MC BASICA (PA) TERRACOTA 116 10;179,9;179,9
319338;POLO MC BASICA (PA) TERRACOTA 116 8;179,9;179,9
319337;POLO MC BASICA (PA) TERRACOTA 116 6;179,9;179,9
319336;CAMISETA MC TEXTURA (MO) CINZA GRAFITE 115 PP;169,9;169,9
319335;CAMISETA MC TEXTURA (MO) CINZA GRAFITE 115 XPP;169,9;169,9
319334;CAMISETA MC TEXTURA (MO) CINZA GRAFITE 115 12;169,9;169,9
319333;CAMISETA MC TEXTURA (MO) CINZA GRAFITE 115 10;169,9;169,9
319332;CAMISETA MC TEXTURA (MO) CINZA GRAFITE 115 8;169,9;169,9
319331;BERMUDA CHINO COLOR SARJADA (PA) OFF WHITE 36;299,9;299,9
319330;BERMUDA CHINO COLOR SARJADA (PA) OFF WHITE 34;299,9;299,9
319329;BERMUDA CHINO COLOR SARJADA (PA) OFF WHITE 12;299,9;299,9
319328;BERMUDA CHINO COLOR SARJADA (PA) OFF WHITE 10;299,9;299,9
319327;BERMUDA CHINO COLOR SARJADA (PA) OFF WHITE 8;299,9;299,9
319326;SAIA LONGA MARIAS OFF WHITE G;301,2;502
319325;SHORT LINHO BOLSO FACA BEGE CONCHA 38;216,6;361
319324;SHORT LINHO BOLSO FACA BEGE CONCHA 36;361;361
319323;TOP LINHO BORDADO ESTAMPA TROPICANA EST TROPICANA ;204,6;341
319322;TOP LINHO BORDADO ESTAMPA TROPICANA EST TROPICANA ;341;341
319321;VESTIDO TULE OMBRO SO MARROM CEDRO P;703;703
319320;VESTIDO TULE OMBRO SO MARROM CEDRO PP;703;703
319319;BLUSA VINICIUS L CAMPEOES 08-11/10;141;141
319318;BLUSA VINICIUS L CAMPEOES 08-11/08;141;141
319317;BLUSA VINICIUS L CAMPEOES 08-11/16;156;156
319316;BLUSA VINICIUS L CAMPEOES 08-11/14;156;156
319315;BLUSA VINICIUS L CAMPEOES 08-11/12;156;156
319314;SHORT VINICIUS L CAMPEOES 08-11/10;165;165
319313;SHORT VINICIUS L CAMPEOES 08-11/08;165;165
319312;SHORT VINICIUS L CAMPEOES 08-11/16;189;189
319311;SHORT VINICIUS L CAMPEOES 08-11/14;189;189
319310;SHORT VINICIUS L CAMPEOES 08-11/12;189;189
319309;VESTIDO FLAVIA L GINASTAS 08-11/10;198;198
319308;VESTIDO FLAVIA L GINASTAS 08-11/08;198;198
319307;VESTIDO FLAVIA L GINASTAS 08-11/14;236;236
319306;VESTIDO FLAVIA L GINASTAS 08-11/12;236;236
319305;SUNGA INF BASICA BOXER PRETA/G;83;83
319304;CALCA INF CONCEPT COLOR ESTONA;216;216
319303;CALCA INF CONCEPT COLOR ESTONA;216;216
319302;CALCA INF CONCEPT COLOR ESTONA;216;216
319301;CALCA INF CONCEPT COLOR ESTONA;227;227
319300;CALCA INF CONCEPT COLOR ESTONA;227;227
319299;CALCA INF CONCEPT COLOR ESTONA;158,9;227
319298;CALCA INF CONCEPT COLOR ESTONA;227;227
319297;CALCA INF CONCEPT COLOR ESTONA;227;227
319296;BERMUDA BOXER INF CASUAL LONGA;95;95
319295;BERMUDA BOXER INF CASUAL LONGA;95;95
319294;BERMUDA BOXER INF CASUAL LONGA;95;95
319293;POLO INF MC ESSENCIAL SLIM PIQ;104;104
319292;POLO INF MC ESSENCIAL SLIM PIQ;104;104
319291;VESTIDO AILA BORDADO;493;493
319290;VESTIDO BRENDA SUPER MIDI GODE;449;449
319289;REGATA BASICA LAIS;139;139
319288;VESTIDO CRIS TOMARA QUE CAIA  RECORTE RENDA;449;449
319287;CAMISETA MINI DRYFIT RESERVA;175;175
319286;CAMISETA MINI DRYFIT RESERVA;175;175
319285;CAMISETA MINI DRYFIT RESERVA;175;175
319284;POLO BB MACAQUINHO PIQUET BASICA;153;153
319283;VEST FLORA LONGO MALHA SERENADE;1022;1022
319282;SAIA LUMA LONGA CROCHET RINCON;375;625
319281;CONJ TATIANA TRICOT RIZZOLI (CROPPED + SAIA);889;889
319280;CONJ SAFIRA TRICOT RIZZOLI (CROPPED + CALCA);1022;1022
319279;CROPPED DRICA CHOCET RINCON;269,4;449
319278;VEST KATIA LONGO MALHA CALISTRA;669;669
319277;CONJ MIRANDA MALHA CALISTRA;845;845
319276;CONJ NICOLE MALHA SERENADE;1022;1022
319275;VEST LONGO MAXI BAIXA;514;514
319274;VESTIDO OMBRO;514;514
319273;VESTIDO;295,8;493
319272;CALCA CROCHET LACE;207,6;346
319271;BLUSA CROCHET DET;179,4;299
319270;BLUSA EST TROPICAL GILA;167,4;279
319269;VESTIDO PARTY;295,2;492
319268;MACAQUINHO;366;366
319267;BERMUDA SARJA INFANTIL MENINO CHINO COLOR - CINZEN;185;185
319266;BERMUDA JEANS JUVENIL MASCULINO RETA - SUN PLACE (;210;210
319265;APLICATIVOS DIGITAIS - LIVROS DIGITAIS - DIGILIVRO;47,29;47,29
319264;SHORTS SAIA SARJA JUVENIL FEMININO CARGO COLOR - C;234;234
319263;SHORTS SARJA INFANTIL MENINA COMFORT COLOR - BRANC;180;180
319262;CALCA JEANS INFANTIL MENINA WIDE LEG - SUN PLACE (;187;187
319261;CALCA ALFAIATARIA JUVENIL FEMININA WIDE LEG CARGO ;276;276
319260;BERMUDA JEANS INFANTIL MENINO JOGGER CARGO - SUN P;187;187
319259;BERMUDA JEANS JUVENIL MASCULINA RETA - SUN PLACE (;210;210
319258;CALCA LINHO INFANTIL MENINO CHINO COLOR - SUN PLAC;225;225
319257;CALCA LINHO JUVENIL MASCULINA CHINO - SUN PLACE (1;253;253
319256;CALCA JEANS JUVENIL MASCULINA RETA - SUN PLACE (12;234;234
319255;VESTIDO SAFIRA;654;654
319254;VESTIDO FRAN;250,8;418
319253;VESTIDO FRAN;250,8;418
319252;MACAQUINHO ANA LAURA;521,4;869
319251;MACAQUINHO ANA LAURA;521,4;869
319250;CONJUNTO DANIELLE;654;654
319249;CONJUNTO LOUISE;632;632
319248;CAMISA ANGELICA JOGGER ALCA;370,8;618
319247;CAMISA VISTA ESTAMADO ILHOS;618;618
319244;CAMISETA MINI ESTAMPA BSKT CLUB 81;122;122
319243;CAMISETA MINI ESTAMPA BSKT CLUB 81;122;122
319242;CAMISETA MINI ESTAMPA BSKT CLUB 81;122;122
319241;CAMISETA MINI ESTAMPA BSKT CLUB 81;122;122
319240;CAMISETA MINI ESTAMPA BSKT CLUB 81;122;122
319239;CAMISETA MINI ESTAMPA BSKT CLUB 81;122;122
319238;CAMISETA MINI ESTAMPA BSKT CLUB 81;122;122
319237;CAMISETA MINI ESTAMPA BSKT CLUB 81;122;122
319236;CALCA MINI JEANS SKINNY DESTROYED;352;352
319235;CAMISETA MINI ESTAMPADA TAKE ME BEACH;166;166
319234;CAMISETA MINI ESTAMPADA TAKE ME BEACH;166;166
319233;CAMISETA MINI ESTAMPADA TAKE ME BEACH;166;166
319232;CAMISETA MINI ESTAMPADA TAKE ME BEACH;166;166
319231;VESTIDO MAFE;323;323
319230;SAIA MANUELA;143,4;239
319229;BODY LAURA;275;275
319228;BLUSA SOL;95,4;159
319227;BODY MANUELA;116,4;194
319226;BODY FLAVIA;104,4;174
319225;BLUSA JANAINA;194;194
319224;CALCA LIZ;279;279
319223;COLETE LIZ;206;206
319222;CAMISA LIZ;314;314
319221;SHORTS TRANSVERSAL;194;194
319220;SHORTS TRANSVERSAL BLACK;194;194
319219;CALCA  CARPENTER BAGGY JEANS;325;325
319218;BERMUDA INF BOXER CASUAL CURTA;83;83
319217;BERMUDA INF BOXER CASUAL CURTA;83;83
319216;BERMUDA INF BOXER CASUAL CURTA;83;83
319215;BERMUDA INF BOXER CASUAL CURTA;83;83
319214;BERMUDA INF BOXER CASUAL CURTA;83;83
319213;SAIA LONGA DETALHE BOLAS MARROM ARABIAN M;580;580
319212;SAIA LONGA DETALHE BOLAS MARROM ARABIAN P;348;580
319211;SAIA LONGA DETALHE BOLAS MARROM ARABIAN PP;348;580
319210;SAIA TELA BORDADA BEGE DUNAS M;743;743
319209;SAIA TELA BORDADA BEGE DUNAS P;445,8;743
319208;SAIA TELA BORDADA BEGE DUNAS PP;445,8;743
