Cod de produto;Nome do produto;Preço de venda 1;Preço de venda 2
266216;CONJUNTO CAMISETA/BERMUDA MASC 4 AZUL SOFT     COD;88,9;88,9
266215;CONJUNTO CAMISETA/BERMUDA MASC 10 AZUL SOFT     CO;88,9;88,9
266214;CONJUNTO CAMISETA/BERMUDA MASC 10 SEVILLA     CODI;88,9;88,9
266213;CONJUNTO CAMISETA/BERMUDA MASC 10 PRETO     CODIGO;88,9;88,9
266212;CONJUNTO CAMISETA/BERMUDA MASC 8 QUINDIM     CODIG;76,9;76,9
266211;CONJUNTO CAMISETA/BERMUDA MASC 8 CINZA MESCLA     ;76,9;76,9
266210;CONJUNTO CAMISETA/BERMUDA MASC 8 BRANCO     CODIGO;76,9;76,9
266209;CONJUNTO CAMISETA/BERMUDA MASC 6 QUINDIM     CODIG;76,9;76,9
266208;CONJUNTO CAMISETA/BERMUDA MASC 6 CINZA MESCLA     ;76,9;76,9
266207;CONJUNTO CAMISETA/BERMUDA MASC 6 BRANCO     CODIGO;76,9;76,9
266206;CONJUNTO CAMISETA/BERMUDA MASC 4 QUINDIM     CODIG;76,9;76,9
266205;CONJUNTO CAMISETA/BERMUDA MASC 4 CINZA MESCLA     ;76,9;76,9
266204;CONJUNTO CAMISETA/BERMUDA MASC 4 BRANCO     CODIGO;76,9;76,9
266203;CONJUNTO CAMISETA/BERMUDA MASC 10 QUINDIM     CODI;76,9;76,9
266202;CONJUNTO CAMISETA/BERMUDA MASC 10 CINZA MESCLA    ;76,9;76,9
266201;CONJUNTO CAMISETA/BERMUDA MASC 10 BRANCO     CODIG;76,9;76,9
266200;CONJUNTO CAMISETA/BERMUDA MASC 8 PHISALYS     CODI;80,9;80,9
266199;CONJUNTO CAMISETA/BERMUDA MASC 8 ABACATE     CODIG;80,9;80,9
266198;CONJUNTO CAMISETA/BERMUDA MASC 4 ABACATE     CODIG;80,9;80,9
266197;CONJUNTO CAMISETA/BERMUDA MASC 10 PHISALYS     COD;80,9;80,9
266196;CONJUNTO CAMISETA/BERMUDA MASC 10 ABACATE     CODI;80,9;80,9
266195;CONJUNTO REGATA/BERMUDA MASC 8 VERDE TROPICAL     ;72,9;72,9
266194;CONJUNTO REGATA/BERMUDA MASC 6 VERDE TROPICAL     ;72,9;72,9
266193;CONJUNTO REGATA/BERMUDA MASC 4 VERDE TROPICAL     ;72,9;72,9
266192;CONJUNTO REGATA/BERMUDA MASC 10 VERDE TROPICAL    ;72,9;72,9
266191;CONJUNTO REGATA/BERMUDA MASC 10 SEVILLA     CODIGO;72,9;72,9
266190;CONJUNTO REGATA/BERMUDA MASC 10 AZUL NAVY     CODI;72,9;72,9
266189;CONJUNTO REGATA/BERMUDA MASC 8 QUINDIM     CODIGO ;74,9;74,9
266188;CONJUNTO REGATA/BERMUDA MASC 8 SEVILLA     CODIGO ;74,9;74,9
266187;CONJUNTO REGATA/BERMUDA MASC 8 BRANCO     CODIGO D;74,9;74,9
266186;CONJUNTO REGATA/BERMUDA MASC 6 QUINDIM     CODIGO ;74,9;74,9
266185;CONJUNTO REGATA/BERMUDA MASC 4 QUINDIM     CODIGO ;74,9;74,9
266184;CONJUNTO REGATA/BERMUDA MASC 4 SEVILLA     CODIGO ;74,9;74,9
266183;CONJUNTO REGATA/BERMUDA MASC 4 BRANCO     CODIGO D;74,9;74,9
266182;CONJUNTO REGATA/BERMUDA MASC 10 QUINDIM     CODIGO;74,9;74,9
266181;CONJUNTO REGATA/BERMUDA MASC 10 SEVILLA     CODIGO;74,9;74,9
266180;CONJUNTO REGATA/BERMUDA MASC 10 BRANCO     CODIGO ;74,9;74,9
266179;REGATA MASC 8 PHISALYS     CODIGO DE BARRAS: 79097;39,9;39,9
266178;REGATA MASC 8 AZUL NAVY     CODIGO DE BARRAS: 7909;39,9;39,9
266177;REGATA MASC 8 BRANCO     CODIGO DE BARRAS: 7909713;39,9;39,9
266176;REGATA MASC 6 PHISALYS     CODIGO DE BARRAS: 79097;39,9;39,9
266175;REGATA MASC 6 BRANCO     CODIGO DE BARRAS: 7909713;39,9;39,9
266174;REGATA MASC 4 PHISALYS     CODIGO DE BARRAS: 79097;39,9;39,9
266173;REGATA MASC 4 AZUL NAVY     CODIGO DE BARRAS: 7909;39,9;39,9
266172;REGATA MASC 4 BRANCO     CODIGO DE BARRAS: 7909713;39,9;39,9
266171;REGATA MASC 10 PHISALYS     CODIGO DE BARRAS: 7909;39,9;39,9
266170;REGATA MASC 10 AZUL NAVY     CODIGO DE BARRAS: 790;39,9;39,9
266169;REGATA MASC 10 BRANCO     CODIGO DE BARRAS: 790971;39,9;39,9
266168;CONJUNTO CAMISETA/BERMUDA MASC 3 BABY BLUE     COD;89,9;89,9
266167;CONJUNTO CAMISETA/BERMUDA MASC 3 BRANCO     CODIGO;89,9;89,9
266166;CONJUNTO CAMISETA/BERMUDA MASC 2 BABY BLUE     COD;89,9;89,9
266165;CONJUNTO CAMISETA/BERMUDA MASC 2 BRANCO     CODIGO;89,9;89,9
266164;CONJUNTO CAMISETA/BERMUDA MASC 1 BABY BLUE     COD;89,9;89,9
266163;CONJUNTO CAMISETA/BERMUDA MASC 1 BRANCO     CODIGO;89,9;89,9
266162;CONJUNTO CAMISETA/BERMUDA MASC 3 MARINHO INDIGO   ;76,9;76,9
266161;CONJUNTO CAMISETA/BERMUDA MASC 3 CHUMBO     CODIGO;76,9;76,9
266160;CONJUNTO CAMISETA/BERMUDA MASC 3 OFF WHITE     COD;76,9;76,9
266159;CONJUNTO CAMISETA/BERMUDA MASC 2 MARINHO INDIGO   ;76,9;76,9
266158;CONJUNTO CAMISETA/BERMUDA MASC 2 CHUMBO     CODIGO;76,9;76,9
266157;CONJUNTO CAMISETA/BERMUDA MASC 2 OFF WHITE     COD;76,9;76,9
266156;CONJUNTO CAMISETA/BERMUDA MASC 1 MARINHO INDIGO   ;76,9;76,9
266155;CONJUNTO CAMISETA/BERMUDA MASC 1 CHUMBO     CODIGO;76,9;76,9
266154;CONJUNTO CAMISETA/BERMUDA MASC 1 OFF WHITE     COD;76,9;76,9
266153;CONJUNTO CAMISETA/BERMUDA MASC 3 SEVILLA     CODIG;65,9;65,9
266152;CONJUNTO CAMISETA/BERMUDA MASC 2 VERDE TROPICAL   ;65,9;65,9
266151;CONJUNTO CAMISETA/BERMUDA MASC 2 SEVILLA     CODIG;65,9;65,9
266150;CONJUNTO CAMISETA/BERMUDA MASC 1 VERDE TROPICAL   ;65,9;65,9
266149;CONJUNTO CAMISETA/BERMUDA MASC 1 SEVILLA     CODIG;65,9;65,9
266148;CONJUNTO REGATA/BERMUDA MASC 3 OFF WHITE     CODIG;53,9;53,9
266147;CONJUNTO REGATA/BERMUDA MASC 3 BRANCO     CODIGO D;53,9;53,9
266146;CONJUNTO REGATA/BERMUDA MASC 2 PHISALYS     CODIGO;53,9;53,9
266145;CONJUNTO REGATA/BERMUDA MASC 2 OFF WHITE     CODIG;53,9;53,9
266144;CONJUNTO REGATA/BERMUDA MASC 2 BRANCO     CODIGO D;53,9;53,9
266143;CONJUNTO REGATA/BERMUDA MASC 1 PHISALYS     CODIGO;53,9;53,9
266142;CONJUNTO REGATA/BERMUDA MASC 1 OFF WHITE     CODIG;53,9;53,9
266141;CONJUNTO REGATA/BERMUDA MASC 1 BRANCO     CODIGO D;53,9;53,9
266140;CONJUNTO REGATA/BERMUDA MASC 3 MARINHO INDIGO     ;58,9;58,9
266139;CONJUNTO REGATA/BERMUDA MASC 3 QUINDIM     CODIGO ;58,9;58,9
266138;CONJUNTO REGATA/BERMUDA MASC 3 SEVILLA     CODIGO ;58,9;58,9
266137;CONJUNTO REGATA/BERMUDA MASC 2 MARINHO INDIGO     ;58,9;58,9
266136;CONJUNTO REGATA/BERMUDA MASC 2 QUINDIM     CODIGO ;58,9;58,9
266135;CONJUNTO REGATA/BERMUDA MASC 2 SEVILLA     CODIGO ;58,9;58,9
266134;CONJUNTO REGATA/BERMUDA MASC 1 MARINHO INDIGO     ;58,9;58,9
266133;CONJUNTO REGATA/BERMUDA MASC 1 QUINDIM     CODIGO ;58,9;58,9
266132;CONJUNTO REGATA/BERMUDA MASC 1 SEVILLA     CODIGO ;58,9;58,9
266131;CONJUNTO REGATA/BERMUDA MASC 3 ORIGEM     CODIGO D;58,9;58,9
266130;CONJUNTO REGATA/BERMUDA MASC 2 ORIGEM     CODIGO D;58,9;58,9
266129;CONJUNTO REGATA/BERMUDA MASC 2 BRANCO     CODIGO D;58,9;58,9
266128;CONJUNTO REGATA/BERMUDA MASC 1 AMARILIS     CODIGO;58,9;58,9
266127;CONJUNTO REGATA/BERMUDA MASC 1 BRANCO     CODIGO D;58,9;58,9
266126;CONJUNTO REGATA/BERMUDA MASC 3 QUINDIM     CODIGO ;64,9;64,9
266125;CONJUNTO REGATA/BERMUDA MASC 3 VERDE TROPICAL     ;64,9;64,9
266124;CONJUNTO REGATA/BERMUDA MASC 3 BRANCO     CODIGO D;64,9;64,9
266123;CONJUNTO REGATA/BERMUDA MASC 2 QUINDIM     CODIGO ;64,9;64,9
266122;CONJUNTO REGATA/BERMUDA MASC 2 VERDE TROPICAL     ;64,9;64,9
266121;CONJUNTO REGATA/BERMUDA MASC 2 BRANCO     CODIGO D;64,9;64,9
266120;CAMISETA MANG CURT MASC 3 CHANTILLY     CODIGO DE ;30,9;30,9
266119;CAMISETA MANG CURT MASC 3 HORTELA     CODIGO DE BA;30,9;30,9
266118;CAMISETA MANG CURT MASC 2 CHANTILLY     CODIGO DE ;30,9;30,9
266117;CAMISETA MANG CURT MASC 2 HORTELA     CODIGO DE BA;30,9;30,9
266116;CAMISETA MANG CURT MASC 1 CHANTILLY     CODIGO DE ;30,9;30,9
266115;CAMISETA MANG CURT MASC 1 HORTELA     CODIGO DE BA;30,9;30,9
266114;CONJUNTO CAMISETA/BERMUDA MASC M QUINDIM     CODIG;63,9;63,9
266113;CONJUNTO CAMISETA/BERMUDA MASC M AZUL SOFT     COD;63,9;63,9
266112;CONJUNTO CAMISETA/BERMUDA MASC M OFF WHITE     COD;63,9;63,9
266111;CONJUNTO CAMISETA/BERMUDA MASC G QUINDIM     CODIG;63,9;63,9
266110;CONJUNTO CAMISETA/BERMUDA MASC G AZUL SOFT     COD;63,9;63,9
266109;CONJUNTO CAMISETA/BERMUDA MASC G OFF WHITE     COD;63,9;63,9
266108;CONJUNTO REGATA/BERMUDA MASC M VERDE TROPICAL     ;49,9;49,9
266107;CONJUNTO REGATA/BERMUDA MASC M AZUL SOFT     CODIG;49,9;49,9
266106;CONJUNTO REGATA/BERMUDA MASC M BRANCO     CODIGO D;49,9;49,9
266105;CONJUNTO REGATA/BERMUDA MASC G VERDE TROPICAL     ;49,9;49,9
266104;CONJUNTO REGATA/BERMUDA MASC G AZUL SOFT     CODIG;49,9;49,9
266103;CONJUNTO REGATA/BERMUDA MASC G BRANCO     CODIGO D;49,9;49,9
266102;CONJUNTO REGATA/BERMUDA MASC M PHISALYS     CODIGO;53,9;53,9
266101;CONJUNTO REGATA/BERMUDA MASC M ABACATE     CODIGO ;53,9;53,9
266100;CONJUNTO REGATA/BERMUDA MASC M OFF WHITE     CODIG;53,9;53,9
266099;CONJUNTO REGATA/BERMUDA MASC G PHISALYS     CODIGO;53,9;53,9
266098;CONJUNTO REGATA/BERMUDA MASC G OFF WHITE     CODIG;53,9;53,9
266097;CONJUNTO REGATA/BERMUDA MASC M QUINDIM     CODIGO ;52,9;52,9
266096;CONJUNTO REGATA/BERMUDA MASC M SEVILLA     CODIGO ;52,9;52,9
266095;CONJUNTO REGATA/BERMUDA MASC M BRANCO     CODIGO D;52,9;52,9
266094;CONJUNTO REGATA/BERMUDA MASC G BRANCO     CODIGO D;52,9;52,9
266093;VESTIDO FEM 8 SEVILLA     CODIGO DE BARRAS: 790971;61,9;61,9
266092;VESTIDO FEM 8 OFF WHITE     CODIGO DE BARRAS: 7909;61,9;61,9
266091;VESTIDO FEM 6 SEVILLA     CODIGO DE BARRAS: 790971;61,9;61,9
266090;VESTIDO FEM 6 OFF WHITE     CODIGO DE BARRAS: 7909;61,9;61,9
266089;VESTIDO FEM 4 SEVILLA     CODIGO DE BARRAS: 790971;61,9;61,9
266088;VESTIDO FEM 4 OFF WHITE     CODIGO DE BARRAS: 7909;61,9;61,9
266087;VESTIDO FEM 10 SEVILLA     CODIGO DE BARRAS: 79097;39,9;39,9
266086;VESTIDO FEM 10 OFF WHITE     CODIGO DE BARRAS: 790;39,9;39,9
266085;CONJUNTO BLUSA/SHORTS SAIA FEM 3 ROSA HAPPY     CO;74,9;74,9
266084;CONJUNTO BLUSA/SHORTS SAIA FEM 3 SEVILLA     CODIG;74,9;74,9
266083;CONJUNTO BLUSA/SHORTS SAIA FEM 2 ROSA HAPPY     CO;74,9;74,9
266082;CONJUNTO BLUSA/SHORTS SAIA FEM 2 SEVILLA     CODIG;74,9;74,9
266081;CONJUNTO BLUSA/SHORTS SAIA FEM 1 ROSA HAPPY     CO;74,9;74,9
266080;CONJUNTO BLUSA/SHORTS SAIA FEM 1 SEVILLA     CODIG;74,9;74,9
266079;CONJUNTO REGATA/CICLISTA FEM 3 ROSA HAPPY     CODI;29,9;29,9
266078;CONJUNTO REGATA/CICLISTA FEM 3 OFF WHITE     CODIG;29,9;29,9
266077;CONJUNTO REGATA/CICLISTA FEM 2 ROSA HAPPY     CODI;29,9;29,9
266076;CONJUNTO REGATA/CICLISTA FEM 2 OFF WHITE     CODIG;61,9;61,9
266075;CONJUNTO REGATA/CICLISTA FEM 1 ROSA HAPPY     CODI;61,9;61,9
266074;CONJUNTO BLUSA /SHORTS FEM 3 SEVILLA     CODIGO DE;42,9;42,9
266073;CONJUNTO BLUSA /SHORTS FEM 3 OFF WHITE     CODIGO ;39,9;39,9
266072;CONJUNTO BLUSA /SHORTS FEM 2 BONECA     CODIGO DE ;39,9;39,9
266071;CONJUNTO BLUSA /SHORTS FEM 2 OFF WHITE     CODIGO ;39,9;39,9
266070;CONJUNTO BLUSA /SHORTS FEM 1 BONECA     CODIGO DE ;39,9;39,9
266069;CONJUNTO BLUSA /SHORTS FEM 1 SEVILLA     CODIGO DE;39,9;39,9
266068;CONJUNTO BLUSA /SHORTS FEM 1 OFF WHITE     CODIGO ;72,9;72,9
266067;CONJUNTO BLUSA/SHORTS FEM 3 MARINHO INDIGO     COD;63,9;63,9
266066;CONJUNTO BLUSA/SHORTS FEM 3 FLAMINGO     CODIGO DE;63,9;63,9
266065;CONJUNTO BLUSA/SHORTS FEM 2 MARINHO INDIGO     COD;63,9;63,9
266064;CONJUNTO BLUSA/SHORTS FEM 2 FRAMBOESA     CODIGO D;63,9;63,9
266063;CONJUNTO BLUSA/SHORTS FEM 2 FLAMINGO     CODIGO DE;63,9;63,9
266062;VESTIDO  FEM 3 FRAMBOESA     CODIGO DE BARRAS: 790;58,9;58,9
266061;VESTIDO  FEM 3 SEVILLA     CODIGO DE BARRAS: 79097;58,9;58,9
266060;VESTIDO  FEM 3 FLAMINGO     CODIGO DE BARRAS: 7909;58,9;58,9
266059;VESTIDO  FEM 2 FRAMBOESA     CODIGO DE BARRAS: 790;58,9;58,9
266058;VESTIDO  FEM 2 SEVILLA     CODIGO DE BARRAS: 79097;58,9;58,9
266057;VESTIDO  FEM 2 FLAMINGO     CODIGO DE BARRAS: 7909;58,9;58,9
266056;VESTIDO  FEM 1 FRAMBOESA     CODIGO DE BARRAS: 790;58,9;58,9
266055;VESTIDO  FEM 1 SEVILLA     CODIGO DE BARRAS: 79097;58,9;58,9
266054;VESTIDO FEM 3 LARANJA NEON     CODIGO DE BARRAS: 7;42,9;42,9
266053;VESTIDO FEM 2 LARANJA NEON     CODIGO DE BARRAS: 7;42,9;42,9
266052;VESTIDO MANG CURT FEM 3 MARINHO INDIGO     CODIGO ;45,9;45,9
266051;VESTIDO MANG CURT FEM 3 FLAMINGO     CODIGO DE BAR;45,9;45,9
266050;VESTIDO MANG CURT FEM 2 MARINHO INDIGO     CODIGO ;45,9;45,9
266049;VESTIDO MANG CURT FEM 2 FRAMBOESA     CODIGO DE BA;45,9;45,9
266048;VESTIDO MANG CURT FEM 1 FLAMINGO     CODIGO DE BAR;45,9;45,9
266047;VESTIDO MANG CURT FEM M OFF WHITE     CODIGO DE BA;44,9;44,9
266046;VESTIDO MANG CURT FEM G BABALOO     CODIGO DE BARR;44,9;44,9
266045;VESTIDO MANG CURT FEM G SEVILLA     CODIGO DE BARR;44,9;44,9
266044;CONJUNTO BLUSA/SHORT FEM P BLUSH     CODIGO DE BAR;29,9;29,9
266043;CONJUNTO BLUSA/SHORT FEM P OFF WHITE     CODIGO DE;48,9;48,9
266042;CONJUNTO BLUSA/SHORT FEM M ROSA BEBE     CODIGO DE;48,9;48,9
266041;CONJUNTO BLUSA/SHORT FEM M OFF WHITE     CODIGO DE;48,9;48,9
266040;CONJUNTO BLUSA/SHORT FEM G ROSA BEBE     CODIGO DE;29,9;29,9
266039;CONJUNTO BLUSA/SHORT FEM G OFF WHITE     CODIGO DE;48,9;48,9
266038;CONJUNTO BLUSA/SHORT FEM P BABALOO     CODIGO DE B;53,9;53,9
266037;CONJUNTO BLUSA/SHORT FEM M BABALOO     CODIGO DE B;53,9;53,9
266036;CONJUNTO BLUSA/SHORT FEM G BABALOO     CODIGO DE B;53,9;53,9
266035;CONJUNTO REGATA/SHORTS FEM P BRANCO     CODIGO DE ;51,9;51,9
266034;CONJUNTO REGATA/SHORTS FEM M BRANCO     CODIGO DE ;51,9;51,9
266033;CONJUNTO REGATA/SHORTS FEM G BRANCO     CODIGO DE ;51,9;51,9
266032;VESTIDO MANG CURT FEM P OFF WHITE     CODIGO DE BA;44,9;44,9
266031;VESTIDO MANG CURT FEM M OFF WHITE     CODIGO DE BA;44,9;44,9
266030;VESTIDO MANG CURT FEM G OFF WHITE     CODIGO DE BA;44,9;44,9
266029;SANDALIA PAMPILI 409 CHERRIE 952409479 D;161;161
266028;SAPATO PAMPILI 10 ANGEL 952510038 DOURADO SI;180;180
266027;SANDALIA PAMPILI 642 SANDALIA MILI 95264;79,2;132
266026;SANDALIA PAMPILI 642 SANDALIA MILI 95264;79,2;132
266025;SANDALIA PAMPILI 409 CHERRIE 952409476 D;170;170
266024;SANDALIA PAMPILI 409 CHERRIE 952409479 P;161;161
266023;SANDALIA PAMPILI 409 CHERRIE 952409478 P;170;170
266022;SANDALIA PAMPILI 702 SAND FLOWER 9527020;85,2;142
266021;SANDALIA PAMPILI 409 CHERRIE 952409456 DOUR;166;166
266020;SAPATO PAMPILI 10 ANGEL 952510038 DOURADO SI;170;170
266019;SANDALIA PAMPILI 642 SANDALIA MILI 95264208;132;132
266018;SANDALIA PAMPILI 695 ANNY 952695025 DOURADO;170;170
266012;SAIA CROCHET;501;501
266011;SAIA CROCHET;501;501
266010;CJ BOJO FLOR;547;547
266009;CJ BOJO FLOR;547;547
266008;CROPPED CROCHE;228;228
266007;VESTIDO CROCHET;515;515
266006;VESTIDO CROCHET;515;515
266004;CJ BOJO FLOR;547;547
266003;CJ BOJO FLOR;547;547
266002;CJ BOJO FLOR;273,5;547
266001;CJ BOJO FLOR;547;547
266000;VESTIDO CROCHET FLOR;538;538
265999;CALCA FRANJA MACRAME;456;456
265998;MINI SAIA PECA METAL;389;389
265997;CONJUNTO LAISE;684;684
265996;CONJUNTO LAISE;684;684
265994;CJ BOJO TRANSPASSE LAISE;366;366
265992;CJ BOJO ARGOLAS TRANCADAS;409;409
265991;CJ BOJO TRANCADO;379;379
265989;VESTIDO PALOMA  - OFF WHITE;599;599
265988;VESTIDO LUCIA  - OFF WHITE;1276;1276
265987;VESTIDO LUCIA  - OFF WHITE;1276;1276
265986;VEST. LONGO FTE UNICA DEGAGE QUEENS;779;779
265985;SAIA CURTA CROCHET CRETU;489;489
265984;CROPPED OMBRO SO APLIQUE FLOR;489;489
265983;VEST. CURTO OMBRO SO CRETA CROCHE;149,5;299
265982;SAIA LONGA RENDA CELAVIE;733;733
265981;CROPPED FTE UNICA RENDA CELAVIE ALCA CORDAO BORDAD;448;448
265980;CROPPED RENDA FOIL ALCA CORDAO;448;448
265979;WIDE LEG SOBREPOSICAO AMARRACAO RAYON SHINE;389;389
265978;VEST. CURTO DEC. NADADOR PENINSULA;448;448
265977;BODY PENINSULA;359;359
265976;VESTIDO FLAVIA;339;339
265975;VESTIDO FLAVIA;339;339
265974;VESTIDO DAMARES;129;129
265973;VESTIDO DAMARES;129;129
265972;VESTIDO DAMARES;129;129
265971;VESTIDO DAMARES;129;129
265970;VESTIDO DAMARES;229;229
265969;CONJUNTO PETRA;309;309
265968;CONJUNTO PETRA;309;309
265967;VESTIDO PIETRA;229;229
265966;VESTIDO PIETRA;229;229
265965;VESTIDO DUDA;169;169
265964;VESTIDO LONGO RECORTE CINTURA;729;729
265963;CJ MINI SAIA C/ PEPLUM STRAPLESS;448;448
265962;VEST. CURTO REC. JABOUR OMBRO ULTRA SPAM;699;699
265961;VEST. MIDI REC. JABOUR OMBRO MALONI;929;929
265960;VEST. OMBRO SO JABOUR CREPE TOSCANA;554;554
265959;VEST. MIDI REC. JABOUR OMBRO ULTRA SPAM;929;929
265958;CROPPED CROCHE;114;228
265957;MINI SAIA MACRAME FRANJA;429;429
265956;CROPPED CROCHE;114,5;229
265955;VESTIDO CROCHET;515;515
265954;VESTIDO CROCHET;515;515
265953;VESTIDO CROCHET FLOR;538;538
265952;VESTIDO CROCHET FLOR;538;538
265949;CJ BOJO TELA COM ARGOLA;519;519
265948;CJ BOJO TELA COM ARGOLA;519;519
265947;MINI SAIA MACRAME FRANJA;429;429
265941;CJ BOJO ARGOLAS TRANCADAS;409;409
265940;CJ BOJO ARGOLAS TRANCADAS;204,5;409
265938;CJ BOJO ARGOLAS TRANCADAS;409;409
265937;CJ BOJO ARGOLAS TRANCADAS;204,5;409
265936;CJ BOJO ARGOLAS TRANCADAS;409;409
265935;CJ BOJO ARGOLAS TRANCADAS;409;409
265934;MINI SAIA CROCHE;429;429
265933;MINI SAIA CROCHE;429;429
265932;MINI SAIA CROCHE;429;429
265925;CJ BOJO CORTININHA ALCAS NO;214,5;429
265924;CJ BOJO CORTININHA ALCAS NO;214,5;429
265923;CJ BOJO CORTININHA ALCAS NO;429;429
265922;CJ BOJO CORTININHA ALCAS NO;429;429
265921;CJ BOJO CORTININHA ALCAS NO;429;429
265920;CJ BOJO CORTININHA ALCAS NO;429;429
265919;SAIA CROCHE BABADOS;494;494
265918;SAIA CROCHE BABADOS;494;494
265917;SAIA CROCHE BABADOS;494;494
265916;SAIA CROCHE BABADOS;494;494
265915;CONJUNTO MASCULINO BRANCO 8;196;196
265914;CONJUNTO MASCULINO BRANCO 6;196;196
265913;CONJUNTO MASCULINO BRANCO 4;196;196
265912;CONJUNTO MASCULINO BRANCO 3;172;172
265911;CONJUNTO MASCULINO BRANCO 2;172;172
265910;CONJUNTO MASCULINO BRANCO 1;172;172
265909;CONJUNTO FEMININO LARANJA SHELL 12 1110 3;127;127
265908;CONJUNTO FEMININO LARANJA SHELL 12 1110 2;127;127
265907;CONJUNTO FEMININO LARANJA SHELL 12 1110 1;127;127
265906;CONJUNTO FEMININO OFF WHITE 11 0103 KYLY 3;127;127
265905;CONJUNTO FEMININO OFF WHITE 11 0103 KYLY 2;127;127
265904;CONJUNTO FEMININO OFF WHITE 11 0103 KYLY 1;127;127
265903;POLO MASCULINA (ADULTO) VERMELHO 18 1663 KYLY G;137;137
265902;POLO MASCULINA (ADULTO) VERMELHO 18 1663 KYLY M;137;137
265901;CONJUNTO FEMININO BRANCO 2;223;223
265900;CONJUNTO FEMININO BRANCO 1;223;223
265899;CONJUNTO MASCULINO MESCLA GELO KYLY 12;128;128
265898;CONJUNTO MASCULINO MESCLA GELO KYLY 10;128;128
265897;SAIA NYLON CARGO  OFFWHITE;99,5;199
265896;SAIA NYLON CARGO  OFFWHITE;371;371
265895;SAIA NYLON CARGO  OFFWHITE 36;371;371
265894;SAIA NYLON CARGO  OFFWHITE 34;199;199
265893;CALCA LINHO PANTALONA OFFWHITE 42;423;423
265892;CALCA LINHO PANTALONA OFFWHITE 40;423;423
265891;CALCA LINHO PANTALONA OFFWHITE 38;423;423
265890;CALCA LINHO PANTALONA OFFWHITE 36;423;423
265889;BLUSA CROPPED ALCA E SAIA 10 COR 01;221;221
265888;BLUSA CROPPED ALCA E SAIA 08 COR 01;221;221
265887;VESTIDO MC 06 COR 01;251;251
265886;VESTIDO MC 04 COR 01;251;251
265885;BLUSA BOXY MC E SHORT 12 COR 01;262;262
265884;BLUSA BOXY MC E SHORT 04 COR 01;228;228
265883;VESTIDO ALCA 14 COR 01;320;320
265882;VESTIDO ALCA 04 COR 01;274;274
265881;VEST MALHA CREPE;319;319
265880;MACACAO ARGOLA BUSTO;384;384
265879;VEST LAISE DET FIVELA;199,5;399
265878;CONJ CROPPED BUCO TRANSPASSE;384;384
265877;VEST MIDI TRANCA MULT;364;364
265876;CONJ CALCA/CROPPE CROCHE;244,5;489
265875;MACACAO DET ARGOLA CINT;489;489
265874;BLUSA GOLA CROKER;259;259
265873;VE LACO CHIFFFON OMBRO;454;454
265872;CAMISETA MINI HALF PIPE RESERVA;171;171
265871;CAMISETA MINI HALF PIPE RESERVA;171;171
265870;CAMISETA MINI HALF PIPE RESERVA;171;171
265869;CAMISETA MINI HALF PIPE RESERVA;171;171
265868;CAMISETA MINI HALF PIPE RESERVA;171;171
265867;CAMISETA MINI HALF PIPE RESERVA;171;171
265866;CONJUNTO FEMININO CANJICA 12 0758 KYLY 16;91,9;91,9
265865;CONJUNTO FEMININO CANJICA 12 0758 KYLY 12;91,9;91,9
265864;CONJUNTO FEMININO ROSA CARMIM 18 1754 KYLY 8;73,9;73,9
265863;CONJUNTO FEMININO ROSA CARMIM 18 1754 KYLY 6;73,9;73,9
265862;CONJUNTO FEMININO ROSA CARMIM 18 1754 KYLY 4;73,9;73,9
265861;CONJUNTO FEMININO ROSA CARMIM 18 1754 KYLY P;52,9;52,9
265860;POLO MASCULINA (ADULTO) BRANCO G;137;137
265859;POLO MASCULINA (ADULTO) BRANCO M;137;137
265858;CONJUNTO FEMININO BRANCO 8;254;254
265857;CONJUNTO FEMININO BRANCO 6;254;254
265856;CONJUNTO FEMININO BRANCO 4;254;254
265855;CONJUNTO FEMININO BRANCO 3;223;223
265854;POLO MASCULINA VERMELHO 18 1663 KYLY 12;114;114
265853;POLO MASCULINA VERMELHO 18 1663 KYLY 10;114;114
265852;POLO MASCULINA VERMELHO 18 1663 KYLY 8;97,9;97,9
265851;POLO MASCULINA VERMELHO 18 1663 KYLY 6;97,9;97,9
265850;POLO MASCULINA VERMELHO 18 1663 KYLY 4;97,9;97,9
265849;POLO MASCULINA VERMELHO 18 1663 KYLY 3;85,9;85,9
265848;POLO MASCULINA VERMELHO 18 1663 KYLY 2;85,9;85,9
265847;POLO MASCULINA VERMELHO 18 1663 KYLY 1;85,9;85,9
265846;POLO MASCULINA BRANCO 12;114;114
265845;POLO MASCULINA BRANCO 10;114;114
265844;POLO MASCULINA BRANCO 8;97,9;97,9
265843;POLO MASCULINA BRANCO 6;97,9;97,9
265842;POLO MASCULINA BRANCO 4;97,9;97,9
265841;POLO MASCULINA BRANCO 3;85,9;85,9
265840;POLO MASCULINA BRANCO 2;85,9;85,9
265839;POLO MASCULINA BRANCO 1;85,9;85,9
265838;CONJUNTO MASCULINO VERDE ITALIA 18 6030 14;128;128
265837;CONJUNTO MASCULINO VERDE ITALIA 18 6030 12;128;128
265836;CONJUNTO MASCULINO VERDE ITALIA 18 6030 10;128;128
265835;CONJUNTO MASCULINO MESCLA GELO KYLY 14;128;128
265834;CONJUNTO MASCULINO MARCA TEXTO 17 1361 16;81,9;81,9
